Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
AvgDialog_98285_Content_57,bBQI,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,150,AvgDialog,Content,皮克曼,离开？为什么要离开？你难道没有感觉到自己的灵感正在迸发吗，埃弗！,"Leave? Why would you leave? Can't you feel your inspiration surging, Avery?"
AvgDialog_98285_Content_58,bBQJ,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,151,AvgDialog,Content,玩家,灵感？我不觉得这些猪头人在地上滚出来的污痕有任何灵感可言……,Inspiration? I don't see any insight in the stains left behind by these pig-headed creatures rolling around in the dirt…
AvgDialog_98285_Content_59,bBQK,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,152,AvgDialog,Content,皮克曼,啊哈，埃弗，埃弗，你错了！我们所看到的，正是艺术的一部分呐！,"Ah-ha, Avery—Avery, you're mistaken! What we're seeing is part of the art itself!"
AvgDialog_98285_Content_61,bBQN,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,154,AvgDialog,Content,皮克曼,你在说什么，埃弗？我们在参与的，不正是一场艺术沙龙嘛！这场创作游戏，和过往那些艺术沙龙没有任何区别，我的朋友。,"What are you talking about, Avery? Aren't we witnessing an art salon right now? This creative venture is no different from the art salons of the past, my friend."
AvgDialog_98285_Content_63,bBQP,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,156,AvgDialog,Content,,你震惊地望向皮克曼。他没有理会你，推开人群走上前去，学起了那些猪头人，捧起地上的污泥。,"You looked at Pickman in shock. He ignored you, pushed through the crowd, and imitated those pig-headed creatures, scooping up mud from the ground."
AvgDialog_98285_Content_64,bBQQ,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,157,AvgDialog,Content,皮克曼,艺术的光芒无处不在。能抓住它的人并不多。猪头先生们有他们自己的理解方式，这没什么。每个人眼里的世界，理应是不一样的……,"The brilliance of art is everywhere; few can truly grasp it. The pig-headed gentlemen have their own way of understanding and that's perfectly fine. The world should look different through each person's eye, after all..."
AvgDialog_98285_Content_65,bBQR,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,158,AvgDialog,Content,,皮克曼一边说着，一边将那些污泥用他特有的方式涂抹在广场的每一个角落。,Pickman said this while applying sludge to every corner of the plaza in his unique way.
AvgDialog_98285_Content_66,bBQS,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,159,AvgDialog,Content,,夸张的构图，凌乱的线条，疯狂的色彩……一幅巨大的食尸鬼宴饮图很快在广场上呈现出来。,"Exaggerated composition, chaotic lines, mad colors... A grand painting of a ghoul feast quickly emerges in the plaza."
AvgDialog_98285_Content_67,bBQT,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,160,AvgDialog,Content,,那些活灵活现的食尸鬼们倚靠着广场的石柱，坐在弧形的石阶上，以泥污中心的画家们与围观的人群为餐食。,"Lifelike ghouls lean against the stone pillars of the plaza, sitting on the curved stone steps, feasting on painters at the center of the filth and its surrounding crowd."
AvgDialog_98285_Content_68,bBQU,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,161,AvgDialog,Content,皮克曼,不需要去批判任何东西，埃弗。一个艺术家需要做的，是在一切事物中寻找艺术的灵感！,"There's no need to criticize everything, Avery. What an artist must do is find inspiration in all things!"
AvgDialog_98285_Content_72,bBQZ,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,165,AvgDialog,Content,王邸管家,我是城邦王邸的管家。现在，我将代表城邦的王，邀请您与您的朋友作为尊贵的特邀画师，参加王邸的晚宴。,"I am the butler of the city's royal residence. Now, on behalf of the king, I invite you and your friend to the royal residence as esteemed guest artists to attend the banquet."
AvgDialog_98285_Content_75,bBRc,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,168,AvgDialog,Content,王邸管家,您赢下了这场比赛，当之无愧，皮克曼先生。,"You have won this position, Mr. Pickman, and you truly deserve it."
AvgDialog_98285_Content_76,bBRd,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,169,AvgDialog,Content,皮克曼,真、真的吗？！你听见了吗，埃弗！,"Really? Really?! Did you hear that, Avery?"
AvgDialog_98285_Content_77,bBRe,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,170,AvgDialog,Content,达达主义画家,不！这怎么可能！他的画作没有任何先锋的理念传递！,No! How is this possible?! His painting doesn't convey any avant-garde concepts!
AvgDialog_98285_Content_78,bBRf,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,171,AvgDialog,Content,古典主义画家,空间与形体构造简直一团糟！王怎么可能喜欢这样的垃圾？,The use of space and form is a complete mess! How could the king possibly enjoy such garbage?
AvgDialog_98285_Content_83,bBRl,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,176,AvgDialog,Content,,一位画家向另一位画家冲去，一只猪头人与另一只猪头人扭打在一起。,One painter charged at another painter while a pig-headed creature wrestled with another of its kind.
AvgDialog_98285_Content_84,bBRm,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,177,AvgDialog,Content,,很快，泥潭中斗殴声四起，泥点飞溅，主体与结构统统涣散、消失，为这幅画卷添上了一笔超越时代的后现代笔触。,"Soon, sounds of brawling erupted from the muck. Sludge spattered everywhere as the main figures and structures dissolved and vanished, adding a postmodern touch to the painting that transcended its time."
AvgDialog_98285_Content_85,bBRn,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,178,AvgDialog,Content,,王邸的管家没有理会他们，侧身让到一边，向路的前方恭敬地伸出手臂。,"The butler of the royal residence ignored them, stepped aside, and respectfully extended his arm to the path ahead."
AvgDialog_98285_Content_86,bBRo,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,179,AvgDialog,Content,王邸管家,请吧，尊贵的客人。城邦的王，正在王邸中恭候二位的到来。,"If you please, esteemed guests, the king of the city is awaiting your arrival at the Ossuary Palace."
AvgDialog_98287_Content_2,bBTb,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,181,AvgDialog,Content,粗鲁的贵族,啊！@3！城邦伟大的王！您的身躯如王邸般伟岸！您的声音如蜂蜜般甘甜！您的……,Ah! @3! O great king of Necrovia! Your body is as majestic as a royal palace! Your voice is as sweet as honey! Your—
AvgDialog_98287_Content_3,bBTm,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,182,AvgDialog,Content,矜持的贵族,好了，好了，不要再卖弄你那厚得像城墙一样的脸皮了。我们的陛下是不会因为你这些肤浅的夸赞而产生任何动摇的。,"Enough, enough—stop flaunting your masque as dense as a city wall. Our king will not experience any thrill from your superficial flattery."
AvgDialog_98287_Content_4,bBTx,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,183,AvgDialog,Content,矜持的贵族,陛下拥有太阳般明亮的双眼和满月般洁净的心，他知道，谁才是身边最值得信赖之人……,His Majesty possesses eyes as bright as the sun and a heart as pure as the full moon. He knows who the most trustworthy person by his side truly is...
AvgDialog_98287_Content_7,bBUe,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,186,AvgDialog,Content,,粗鲁的贵族被舞女牵起来向前走去。她回过头勾勾手指，矜持的贵族放下酒杯，整理了一下自己优雅的衣领，手背在身后走向舞池。,"The rude noble was ushered forward. The dancer turned her head and beckoned with her finger; the reserved noble set down his glass, adjusted his elegant collar, and walked toward the dance floor with his hands behind his back."
AvgDialog_98287_Content_10,bBSR,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,189,AvgDialog,Content,,城邦的王轻轻拍了拍舞女的脸颊，向她摆了摆手。舞女脸上的失落转瞬即逝。很快，扭动的腰肢重新回到她忠诚的舞池。,"The king gently patted the dancer's cheek and waved goodbye to her. The disappointment on her face vanished in an instant. Soon, her swaying figure returned to its dedicated dance floor."
AvgDialog_98287_Content_11,bBSS,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,190,AvgDialog,Content,,舞池的氛围随着音乐而愈发浓烈。贵族，士兵，画家，舞者……无数长着野兽头颅的高级动物塞满舞池。,"The atmosphere of the dance floor became increasingly more intense as the music played. Nobles, soldiers, painters, dancers... countless sapient creatures with beast heads fill the dance floor."
AvgDialog_98287_Content_14,bBSV,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,193,AvgDialog,Content,玩家,我的天呐……这种味道，他们、他们是在干什么？……,My goodness... This smell... What are they doing?
AvgDialog_98287_Content_15,bBSW,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,194,AvgDialog,Content,皮克曼,宫廷舞会嘛，还能干什么？,"A royal dance, what else would they do?"
AvgDialog_98287_Content_16,bBSX,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,195,AvgDialog,Content,皮克曼,哎哎，埃弗，你看！狂欢的舞池和无聊的君主，多么有趣的构图！下一幅画我就准备用这个作为主题……,"Hey, Avery, look! The lively dance floor juxtaposed with the bored monarch—what an intriguing composition! I'm going to use this as the theme for my next painting..."
AvgDialog_98287_Content_17,bBSY,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,196,AvgDialog,Content,城邦君主,啊！画家皮克曼，画家埃弗！我代表这座城邦，欢迎你们的到来。,"Ah! Mr. Pickman, Mr. Avery! On behalf of this city, I welcome your arrival."
AvgDialog_98287_Content_19,bBTa,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,198,AvgDialog,Content,,在你们交谈的时候，管家凑到城邦君主面前低语了几句。无聊的君主眼睛立刻亮起来，从人群中捕捉到你们所在的位置。,"While you were talking, the housekeeper leaned closer to his king and whispered a few words. The bored monarch's eyes lit up immediately, scanning the crowd to pinpoint your whereabouts."
AvgDialog_98287_Content_20,bBTc,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,199,AvgDialog,Content,粗鲁的贵族,主宾位？！这两个人是什么身份，凭什么能坐到主宾位！,Main guest seats?! What status do these two individuals have to deserve main guest seats?!
AvgDialog_98287_Content_21,bBTd,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,200,AvgDialog,Content,矜持的贵族,哼，两个能说会道的弄臣……哎，我们可怜的王，是被奸人所蒙蔽了啊……,"Hmph, two eloquent jesters... Alas, our poor king has been deceived by miscreants…"
AvgDialog_98287_Content_22,bBTe,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,201,AvgDialog,Content,妖娆的舞女,呀，两位艺术家，宴饮结束后的舞会，我会等着你们哦……,"Ah, you two artists, I'll be waiting on the dancefloor after the feast…"
AvgDialog_98287_Content_23,bBTf,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,202,AvgDialog,Content,,穿过由嫉妒与讨好的窃窃私语组成的蛛网、挤开由黏腻的肢体与野蛮的面庞汇成的人潮，你们来到王身边的座位坐下。,"Navigating through the web of whispers, filled with envy and flattery, you make your way past a throng of sticky bodies and savage faces to find your seats next to the king."
AvgDialog_98287_Content_26,bBTi,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,205,AvgDialog,Content,皮克曼,还好还好，君主先生。这样的聚会我见过太多啦。沉闷，俗套，无聊，与艺术的真理背道而驰……,"Not bad, not bad, Mr. Monarch. I've seen too many gatherings like this. Dull, cliché, boring... They go against the true essence of art…"
AvgDialog_98287_Content_27,bBTj,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,206,AvgDialog,Content,玩家,喂！皮克曼，你……,"Hey! Pickman, you—"
AvgDialog_98287_Content_28,bBTk,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,207,AvgDialog,Content,城邦君主,哈哈哈哈……皮克曼先生，端起你的酒杯，喝下这杯开胃酒吧。这是你应得的恩赏。,"Hahaha... Mr. Pickman, raise your glass and drink this aperitif. It is the reward you deserve."
AvgDialog_98287_Content_29,bBTl,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,208,AvgDialog,Content,,君主嘲讽的眼睛扫过舞池里那一张张谄媚的脸。,The monarch's taunting eyes swept over the sycophantic figures in the dancehall.
AvgDialog_98287_Content_30,bBTn,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,209,AvgDialog,Content,城邦君主,舞池里的这些人，你们对谁感兴趣或是厌恶？那个精明的侯爵？还是那个聪明的舞女？,Who among those on the dancefloor catches your interest or draws your disdain? The shrewd marquis or the clever performer?
AvgDialog_98287_Content_33,bBTq,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,212,AvgDialog,Content,城邦君主,呵呵呵呵，哈哈哈哈。你的笨拙和皮克曼的机灵一样动人，埃弗先生。,"Hehehe, hahaha! Your cluelessness is as charming as Pickman's clarity, Mr. Avery."
AvgDialog_98287_Content_34,bBTr,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,213,AvgDialog,Content,城邦君主,我们总是需要按照某些规则去做事，城邦的王也不例外。所以请放心，这些家伙是不会被送上我们的餐桌的。,"We always need to follow a certain etiquette when handling our affairs; kings of cities are no exception. I assure you, these fellows will not be served on our dining table."
AvgDialog_98287_Content_37,bBTu,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,216,AvgDialog,Content,城邦君主,今天的食材，来自一种与我们类似的生物。,Today's ingredients come from a beast similar to us.
AvgDialog_98287_Content_39,bBTw,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,218,AvgDialog,Content,城邦君主,这种被用做食材的生物同我们一样，有着灿烂的历史、辉煌的文明、卓越的智慧以及细腻的肉质。,"This ingredient, like us, has a splendid history, magnificent civilization, exceptional wisdom, and delicate meat."
AvgDialog_98287_Content_40,bBTy,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,219,AvgDialog,Content,城邦君主,遗憾的是，他们的饮食习惯与我们截然不同。人类总是会因为不同的理由而战斗，在这场因饮食而展开的战争里，我的军队踏破了他们的王庭。,"Unfortunately, their dietary habits are completely different from our own. Humans always find reasons to battle and, in this war sparked by dietary differences, my army has stormed their royal court."
AvgDialog_98287_Content_41,bBTz,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,220,AvgDialog,Content,城邦君主,胜利者有权享用败者的一切。弱肉强食，这是这个世界运转规则里难得有趣的那一部分。,Our battle's victor has the right to bask in everything the defeated possesses. Survival of the fittest—it's one of the more interesting aspects of how this world operates.
AvgDialog_98287_Content_42,bBTA,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,221,AvgDialog,Content,,君王微笑着拍了拍手。如同一颗石子轻轻投入湖面，温柔的涟漪带着王的谕令散开。,"The monarch smiled and gently clapped his hands. Like a pebble lightly cast into a lake, gentle ripples carried the king's decree outward."
AvgDialog_98287_Content_43,bBTB,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,222,AvgDialog,Content,,长着兽头的贵族们不再高谈阔论，蛇身舞女与兽人卫兵停止了交媾。波纹所至之处，属于人间的一切声音都停了下来。,"The beast-headed nobles no longer spoke with grandeur, the snake-bodied dancers and beastman guards ceased their dalliance. Wherever the ripples reached, all sounds belonging to the human realm came to a halt."
AvgDialog_98287_Content_44,bBTC,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,223,AvgDialog,Content,,一队衣冠楚楚的鬣狗侍者从后厨鱼贯而出，将一百口大锅放在王巨大的餐桌之上。,"A line of well-dressed hyena servants streams out of the kitchen, placing one hundred large cauldrons on the king's enormous dining table."
AvgDialog_98287_Content_47,bBTF,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,226,AvgDialog,Content,城邦君主,权力，欢爱，战斗，创作……这些美妙的词汇已经让我感到厌倦，幸运的是，这世上依然有值得期待的东西。现在，它们已被送上餐桌。,"Power, love, conflict, creation... these wonderful words have worn me out. Fortunately, there are still things worth looking forward to in this world. Now, they have been served on this table."
AvgDialog_98287_Content_48,bBTG,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,227,AvgDialog,Content,城邦君主,为它们欢呼，为它们祈祷。<Big:拿出你们全部的激情与欲望，享用它们吧。>,"Cheer for them, pray for them. <Big:Pour out all your passion—your desire—and enjoy them.>"
AvgDialog_98287_Content_50,bBTJ,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,229,AvgDialog,Content,,王的话语落下，人群爆发出一阵强烈的欢呼。上百口锅被同时揭开，一股混合着浓烈香料与腐肉的浓郁气息在整个花园中弥漫开。,"The king's words fell over the crowd, soon bursting into a wave of fervent cheers. Over a hundred pots were simultaneously uncovered, releasing a rich aroma that blended intense spices with rotting meat and spread throughout the garden."
AvgDialog_98287_Content_51,bBTK,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,230,AvgDialog,Content,玩家,这、这是？！……,This is—?!
AvgDialog_98287_Content_52,bBTL,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,231,AvgDialog,Content,,暗红色的利爪绝望地伸出锅面，布满咬痕的肋骨在粘稠的汤汁中翻涌。,Dark red claws desperately extend out of the pot before you. Bite-marked ribs churn in thick broth.
AvgDialog_98287_Content_55,bBTO,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,234,AvgDialog,Content,矜持的贵族,呵，真是毫无体面……嘿！那是王给我的恩赏！给我滚开！！,"Hah, what a total disgrace... Hey! That's a reward bestowed upon me by the king! Back off!!"
AvgDialog_98287_Content_57,bBTQ,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,236,AvgDialog,Content,,枪头逼开对手，刺入目标的胸膛。一块块煮熟的躯体从锅中被捞起，囫囵塞进他们留着涎水的嘴里。,Spearheads push aside rivals and pierce their targets' chests. Pieces of cooked cadaver are scooped from the pots and stuffed whole into slavering mouths.
AvgDialog_98287_Content_59,bBTS,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,238,AvgDialog,Content,,皮克曼一边大快朵颐，一边将餐盘递到你面前。一只食尸鬼的利爪摊开来躺在餐盘中央，像是来自舞伴的邀请。,"Pickman, feasting heartily, extends a plate towards you. A ghoul's claw lies spread open in the center of the plate, as if it were an invitation from a dance partner."
AvgDialog_98287_Content_61,bBTV,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,240,AvgDialog,Content,,你深吸一口气，拿起那只暗红的利爪，犹疑着放入嘴中。,"You took a deep breath, picked up the dark red claw, and hesitated before putting it in your mouth."
AvgDialog_98287_Content_63,bBTX,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,242,AvgDialog,Content,皮克曼,怎么样，埃弗？没有骗你吧！,"How is it, Avery? I didn't deceive you, did I?"
AvgDialog_98287_Content_64,bBTY,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,243,AvgDialog,Content,玩家,你还真别说，皮克曼……这些食物虽然猎奇，但是味道的确还不错……,"You know what, Pickman... These dishes may be quirky, but they actually taste pretty good..."
AvgDialog_98287_Content_66,bBUa,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,245,AvgDialog,Content,,你不再像开始时那样艰难地品尝。你咀嚼的速度越来越快，再也顾不上体面，扔掉了手里的刀叉，用双手撕扯起来。,"You no longer savor the food as strenuously as you did before. Your chewing speed increases, as you can no longer afford to be polite. You drop the knife and fork in your grip and start tearing the food apart with both hands."
AvgDialog_98287_Content_67,bBUb,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,246,AvgDialog,Content,玩家,嘿！你干什么！这是王为我们准备的食物！走开！！,Hey! What are you doing?! This is the food the king prepared for us! Get away!
AvgDialog_98287_Content_71,bBUg,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,250,AvgDialog,Content,皮克曼,你能看到这个世界疯狂的美……你有着出众的天赋，埃弗！,"You can discern madness in the beauty of this world... You have outstanding talent, Avery!"
AvgDialog_98287_Content_74,bBUj,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,253,AvgDialog,Content,玩家,这些，不是食尸鬼的肉吗……,Isn't this the flesh of ghouls...?
AvgDialog_98287_Content_75,bBUk,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,254,AvgDialog,Content,,你惊愕地抬起头。一瞬间，整个王宫花园安静下来。所有的人都停止了进食，向你望了过来。,"You look up in shock. For a moment, the entire palace garden falls silent. Everyone stops eating to look directly at you."
AvgDialog_98287_Content_76,bBUl,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,255,AvgDialog,Content,,城邦的王也放下了手中的餐叉，咧着嘴望向你们，如同在看着一幕即将进入高潮的好戏。,"The king puts down the fork in his hand, grinning as his gaze turns to you. It was as though he were watching an amusing performance about to reach its climax."
AvgDialog_98287_Content_80,bBUq,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,259,AvgDialog,Content,玩家,你是什么意思……什么叫……你眼中的世界？,What do you mean...? What does the world look like in your eyes?
AvgDialog_98287_Content_81,bBUr,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,260,AvgDialog,Content,,你错愕地停下，抬起头痴痴地望向他。,"You're petrified in shock, looking up at him with a dazed expression."
AvgDialog_98287_Content_82,bBUs,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,261,AvgDialog,Content,,皮克曼兴奋起来，踩上餐桌，张开他的双臂——,"Pickman is elated, stepping onto the dining table, spreading his arms wide—"
AvgDialog_98287_Content_83,bBUt,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,262,AvgDialog,Content,皮克曼,欢迎，埃弗！欢迎来到不受待见的画家，皮克曼眼中的世界！！,"Welcome, Avery! Welcome to the world seen through the eyes of the unappreciated painter, Pickman!"
AvgDialog_98287_Content_84,bBUu,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,263,AvgDialog,Content,,随着皮克曼纵情的高呼，你感到手里的食物手感开始变化。你低下头——,"With Pickman's exuberant shout, you felt the texture of the food in your hand start to change. You looked down—"
AvgDialog_98287_Content_86,bBUw,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,265,AvgDialog,Content,,一个光滑的人头被你抱在手上，上面还残留着你啃食的齿印。你惊叫着将它远远扔开，再抬起头时，你感到一阵强烈的晕眩。,"A smooth human head is held in your hands, still bearing the bite marks from your gnawing. You scream and throw it far away; when you lift your head again, you feel an overwhelming dizziness."
AvgDialog_98287_Content_87,bBUx,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,266,AvgDialog,Content,,暗淡的色彩，明亮的色彩，荒诞的色彩，真实的色彩……无数色彩汇集在你眼前。,"Dull colors, bright colors, absurd colors, true colors... An array of shades converge before your eyes."
AvgDialog_98287_Content_88,bBUy,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,267,AvgDialog,Content,,现实的世界与梦中的世界一同从色彩扭曲的缝隙中钻出，不同世界的光影涌入你狭窄的大脑中，剧烈的疼痛几乎要将你撕裂。,"The real and illusory worlds merge together from their distorted, colorful seams; the light and shadow of different realms rush into your compact brain, the intense pain almost rending you to pieces."
AvgDialog_98287_Content_89,bBUz,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,268,AvgDialog,Content,皮克曼,痛苦吗，埃弗？不要担心……这是天才将要承受的代价……,"Is it painful, Avery? Don't worry... It's the price a genius must bear..."
AvgDialog_98287_Content_91,bBUC,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,270,AvgDialog,Content,皮克曼,什么是真实？什么是虚假？什么是食尸鬼？什么是人？,What is true? What is false? What is a ghoul? What is a human?
AvgDialog_98287_Content_93,bBUE,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,272,AvgDialog,Content,,皮克曼的话如同一句咒语。在那混乱的色彩中，一切都扭曲着改变了。,"Pickman's words are like a spell. In that chaos of colors, everything around you starts distorting and changing."
AvgDialog_98287_Content_94,bBUF,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,273,AvgDialog,Content,,蛆虫变为了美丽的舞娘，兽头人变成了宫廷的王公大臣，疯狂的、现实的、梦境般的画面在你眼前互相交织。,"Maggots transformed into beautiful dancers, beast-headed men became the court's royal ministers, and scenes of madness, reality, and dreams coalesced before your eyes."
AvgDialog_98287_Content_95,bBUG,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,274,AvgDialog,Content,,那位君主在王座上纵情欢笑，拍着手站起身来。,"The ruler on the throne indulged in unfettered mirth, clapping his hands and standing before you."
AvgDialog_98287_Content_98,bCuB,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,277,AvgDialog,Content,,你再也支撑不住，将手里的人头扔在脚下，在宫廷贵族们惊愕的眼神中夺路而逃。,"You can no longer hold on, kicking the head at your feet and fleeing along the path under the shocked gazes of the court nobles."
AvgDialog_98286_Content_3,bBRM,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,280,AvgDialog,Content,城邦士兵,咦？这位先生，请问……啊！……,"Huh? Sir, may I ask... Ah!"
AvgDialog_98286_Content_4,bBRX,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,281,AvgDialog,Content,,急促的脚步声没有片刻停息。你一把撞开拦住你的两个人类卫兵，冲出了这座堂皇的宫殿。,"The hurried footsteps didn't stop, even for a moment. You shoved aside the two human guards blocking your way and burst out of the grand palace."
AvgDialog_98286_Content_6,bBSt,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,283,AvgDialog,Content,,沿着那条和来时完全不一样的路，你向这座城邦的出口跑去。,"You ran to find a way out of the city, following a completely different path than the one you'd tread before."
AvgDialog_98286_Content_7,bBSE,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,284,AvgDialog,Content,,跟随着你的脚步，周遭的一切都变化了。画作般的世界变成了你熟悉的城市，天上巨大的眼睛变成了明亮的月亮。,"Following your footsteps, everything around you changes. The world around you—once a painting—transforms into the city you are familiar with, the giant eye in the sky becoming a bright moon once more."
AvgDialog_98286_Content_8,bBSO,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,285,AvgDialog,Content,,你惊恐地看着颜料如同被雨水冲刷般退却，留下世界真实的样貌。而如今，这些真实只让你感到恐慌。,"You watch in horror as the paint recedes like rain being washed away, revealing the truth of the world. Now, however, this truth only fills you with panic."
AvgDialog_98286_Content_10,bBRr,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,287,AvgDialog,Content,古典主义画家（人形）,可在基础的视觉构造上，它的处理实在是不负责任且荒谬的。,"However, its approach to visual fundamentals is truly irresponsible and absurd."
AvgDialog_98286_Content_11,bBRs,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,288,AvgDialog,Content,古典主义画家（人形）,不过我得勉强承认，比起皮克曼那些疯狂的表达，你的画起码还是具备一定的鉴赏价值……,"Well, I have to reluctantly admit that compared to Pickman's expressionistic madness, your paintings at least have some admirable qualities…"
AvgDialog_98286_Content_12,bBRt,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,289,AvgDialog,Content,印象主义画家（人形）,哦，先生，我们还是不要谈论那个家伙了。他的画作，简直就是对人类的背叛。,"Oh, sir, let's not talk about that guy anymore. His artwork is nothing short of a betrayal to humanity."
AvgDialog_98286_Content_13,bBRu,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,290,AvgDialog,Content,象征主义画家（人形）,我赞同！象征意象的使用是有明确的逻辑与边界的。皮克曼那些关于怪物的污秽表达，所表达的是一种绝不能被人类文明接受的艺术观。,I agree! The use of symbolic imagery has clear logic and boundaries. Pickman's filthy expressions of monsters convey an artistic view that cannot be accepted by human civilization.
AvgDialog_98286_Content_14,bBRv,avgV2.3.2皮克曼小型支线_AvgDialog_C_M.csv,291,AvgDialog,Content,象征主义画家（人形）,那绝不是一名人类对食尸鬼的刻画，那是……一头真正的食尸鬼对人类世界的窥探！,That's definitely not a human's depiction of a ghoul—it's that of a true ghoul's peeping into the human world!
