Key,ShortKey,Source,Row,Module,Field,Character,CN,EN
Event_6946_ChoiceDesc2,ayVo,s事件_Event_A.csv,1331,Event,ChoiceDesc2,,【检查相机】获得50黑印,[Check Camera] Receive 50 Black Sigils
Event_6977_ChoiceDesc2,azcw,s事件_Event_A.csv,1334,Event,ChoiceDesc2,,【放弃查看】获得50黑印,[Give Up Checking] Receive 50 Black Sigils
Event_7311_ChoiceDesc2,aABY,s事件_Event_A.csv,1337,Event,ChoiceDesc2,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7379_ChoiceDesc2,aARI,s事件_Event_A.csv,1338,Event,ChoiceDesc2,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7306_ChoiceDesc2,aAAQ,s事件_Event_A.csv,1339,Event,ChoiceDesc2,,【离开】获得50黑印,[Leave] Receive 50 Black Sigils
Event_7554_ChoiceDesc1,aBTj,s事件_Event_A.csv,1385,Event,ChoiceDesc1,,【解开下方的枝节】,[Unravel the Lower Branch]
Event_44301_Desc,awZw,s事件_Event_A.csv,1412,Event,Desc,,「你行在苦难的道路上，你偏离了父神的荣光。\n「回来吧，迷途的羔羊，听从父神的教导，行到正路上来。」,"""You walk a path of suffering, straying from the All-Father's glory.\n""Return, lost lamb. Heed the All-Father's teachings and find the right path."""
Event_44395_ChoiceDesc1,awZD,s事件_Event_A.csv,1414,Event,ChoiceDesc1,,【求取外物】主教承受你的 1 张症状，你获得 Arg1 黑印。若无症状，直接获得黑印,"[Want for the Worldly] Receive Arg1 Black Sigils. The Bishop takes a Symptom, if you have one."
Event_44401_ChoiceDesc1,axan,s事件_Event_A.csv,1421,Event,ChoiceDesc1,,【眼疾手快】获得 Arg1 黑印,[Quick Reflexes] Receive Arg1 Black Sigils
Event_44407_ChoiceDesc2,axaA,s事件_Event_A.csv,1422,Event,ChoiceDesc2,,【拥抱虚妄】获得 2 张随机症状，获得 Arg1 黑印。,"[Embrace Delusion] Receive Arg1 Black Sigils, but develop 2 random Symptoms."
Event_44445_ChoiceDesc3,axaN,s事件_Event_A.csv,1424,Event,ChoiceDesc3,,【舍弃外物】扣除 5 黑印，获得 1 张「灵感」,"[Discard Extraneous Items] Lose 5 Black Sigils and add 1 ""Insight"" to the deck."
Event_47464_ChoiceDesc2,axgA,s事件_Event_A.csv,1443,Event,ChoiceDesc2,,【暗淡的记忆】将牌库中所有合奏刻印升级为高级合奏刻印,[Faded Memory] Enhance the Orison quality of all engraved Ensemble Orisons.
Event_47992_ChoiceDesc3,axkl,s事件_Event_A.csv,1449,Event,ChoiceDesc3,,【驱逐】移除最多 3 张症状卡，获得 Arg2 黑印。,"[Expel] Destroy up to 3 Symptom cards, and receive Arg2 Black Sigils."
Event_65403_ChoiceDesc1,ayoX,s事件_Event_A.csv,1501,Event,ChoiceDesc1,,【补给兑换】获得 25 个黑印，每有 1 名科考团员额外获得 1 个黑印（Arg1）。,"[Supply Trade] Receive 25 Black Sigils, plus 1 per Expedition Member (Arg1)."
Event_7101_ChoiceDesc1,azGj,s事件_Event_A.csv,8,Event,ChoiceDesc1,,【接通】回复 Arg2 点生命。[ExDesc1],[Connect] Recover Arg2 HP. [ExDesc1]
Event_7101_ChoiceDesc2,azGk,s事件_Event_A.csv,8,Event,ChoiceDesc2,,【冥想】选择觉醒1名唤醒体。[ExDesc1],[Meditate] Rouse an Awakener. [ExDesc1]
Event_74161_ChoiceDesc1,aBer,s事件_Event_A.csv,9,Event,ChoiceDesc1,,【安葬】回复 Arg2 点生命[ExDesc1]，选择 1 张指令卡删除。,[Interment] Destroy a Command card and recover Arg2 HP. [ExDesc1]
Event_35103_ChoiceDesc1,awAv,s事件_Event_A.csv,1392,Event,ChoiceDesc1,,【接通】回复 Arg2 点生命[ExDesc1][ExDesc2]。,[Connect] Recover Arg2 HP. [ExDesc1] [ExDesc2]
Event_38700_ChoiceDesc1,awVH,s事件_Event_A.csv,1401,Event,ChoiceDesc1,,【接通】回复 Arg2 点生命[ExDesc1]。,[Connect] Recover Arg2 HP. [ExDesc1]
