ActorAttrType_18139_AttributeDesc,abog,h唤醒体属性类型_ActorAttrType_A.csv,21,ActorAttrType,AttributeDesc,,每消耗 1 算力获得 {s1} 点银钥能量。随着该属性增加，额外提高的银钥能量会逐渐衰减。,行動力を1点消費するたびに、{s1}キーエネルギーを獲得。この能力値が高くなるほど、追加ボーナスの増加効率は低下する。
AvgDialog_58328_Content_16,anyU,avgV1.5莱克大型支线_AvgDialog_C_M.csv,603,AvgDialog,Content,汉娜,要知道，他以前还有一个绰号：<Blue:下周一先生>。,知ってる？ライカーさんには昔、<Blue:来週の月曜日の男>っていうあだ名があったんだよ。
AvgDialog_58328_Content_17,anyV,avgV1.5莱克大型支线_AvgDialog_C_M.csv,604,AvgDialog,Content,玩家,下周一先生……？,来週の月曜日の男……？
AvgDialog_58328_Content_18,anyW,avgV1.5莱克大型支线_AvgDialog_C_M.csv,605,AvgDialog,Content,,汉娜清了清喉咙，用有些夸张的嗓音说了起来。,ハンナは咳払いをすると、少し大げさな声色で話し始めた。
AvgDialog_58328_Content_19,anyX,avgV1.5莱克大型支线_AvgDialog_C_M.csv,606,AvgDialog,Content,汉娜,“莱克，欠的赌债什么时候还呀？”“下周一！”,「ライカー、借りた金はいつ返すんだ？」「来週の月曜日！」
AvgDialog_58328_Content_20,anyZ,avgV1.5莱克大型支线_AvgDialog_C_M.csv,607,AvgDialog,Content,汉娜,“莱克，你打算什么时候找工作呀？”“下周一！”,「ライカー、仕事はいつ探すつもりだ？」「来週の月曜日！」
AvgDialog_58328_Content_21,anza,avgV1.5莱克大型支线_AvgDialog_C_M.csv,608,AvgDialog,Content,汉娜,“莱克，什么时候滚去死呀？”“下周一！”,「ライカー、いつくたばるんだよ？」「来週の月曜日！」
AvgDialog_58328_Content_22,anzb,avgV1.5莱克大型支线_AvgDialog_C_M.csv,609,AvgDialog,Content,汉娜,喏，就是这样。那时候所有人都嘲笑他，孩子在他背后扮鬼脸，酒吧老板见到他就抄起椅子……,ね、こんな感じ。あの頃は、みんなが彼を嗤ってた。子どもは後ろで変な顔をして、バーの店主は、彼を見かけると、椅子を振り上げて……
AvgDialog_58328_Content_23,anzc,avgV1.5莱克大型支线_AvgDialog_C_M.csv,610,AvgDialog,Content,汉娜,总之没人尊重他。,要するに、誰も彼もライカーさんを軽んじてたんだ。
AvgDialog_58328_Content_24,anzd,avgV1.5莱克大型支线_AvgDialog_C_M.csv,611,AvgDialog,Content,玩家,……直到他破获了那起案件。,……彼あgあの事件を解決するまでは。
AvgDialog_58328_Content_25,anze,avgV1.5莱克大型支线_AvgDialog_C_M.csv,612,AvgDialog,Content,汉娜,没错！那以后他的人生似乎就被施了魔法，所有的好运都送上门了，大家也越来越喜欢他。,そう！それから彼の人生は、魔法みたいに、あらゆる幸運が舞い込んでくるようになった。みんなも彼のことが好きになっていったんだ。
AvgDialog_58328_Content_26,anzf,avgV1.5莱克大型支线_AvgDialog_C_M.csv,613,AvgDialog,Content,玩家,真奇怪。天底下真有这样的魔法吗？,不思議だね……そんな魔法、本当にこの世にあるのかな？
AvgDialog_58328_Content_27,anzg,avgV1.5莱克大型支线_AvgDialog_C_M.csv,614,AvgDialog,Content,汉娜,谁知道呢，咱们这个世道发生什么都不足为奇——咦，那是什么？,誰にもわからないよ。\nこの世の中は、何が起きても不思議じゃない——ん？あれ、なに？
AvgDialog_58328_Content_28,anzh,avgV1.5莱克大型支线_AvgDialog_C_M.csv,615,AvgDialog,Content,,前方靠墙的角落里，一只黑色的男士皮鞋半掩在松软的白雪中。,前方の壁際の隅に、黒い紳士用の革靴があった。\n靴は、柔らかな白雪に半ば埋もれている。
AvgDialog_58328_Content_29,anzi,avgV1.5莱克大型支线_AvgDialog_C_M.csv,616,AvgDialog,Content,汉娜,呜哇，好精致的雕花，看起来像是我一辈子都买不起的……,うわぁ、なんて精巧な細工！\nこんなの一生かかっても買えないよ……
AvgDialog_58328_Content_30,anzk,avgV1.5莱克大型支线_AvgDialog_C_M.csv,617,AvgDialog,Content,玩家,！！！,！！！
AvgDialog_58328_Content_31,anzl,avgV1.5莱克大型支线_AvgDialog_C_M.csv,618,AvgDialog,Content,玩家,是德克斯特先生的皮鞋。,デクスター教授の靴だ。
AvgDialog_58328_Content_32,anzm,avgV1.5莱克大型支线_AvgDialog_C_M.csv,619,AvgDialog,Content,,你抬头向上望去。冰冷的灰色墙面朝着天空的方向延伸，昏黄的灯光仿佛漂浮其中的灯塔。,あなたは上を見上げた。冷たい灰色の壁面が空へと伸びている。\n昏い黄の灯りは、その中に浮かぶ灯台のようだ。
AvgDialog_58328_Content_33,anzn,avgV1.5莱克大型支线_AvgDialog_C_M.csv,620,AvgDialog,Content,,那是德克斯特卧室的所在。,そこは、デクスターの寝室だった。
AvgDialog_58328_Content_34,anzo,avgV1.5莱克大型支线_AvgDialog_C_M.csv,621,AvgDialog,Content,,你低下头，书房就在正前方。透过雕花的窗户，德克斯特悬吊的影子与你静默对视。,視線を前に落とすと、正面に書斎が見える。彫刻が施された窓越しに、デクスターの吊るされた影が、静かにあなたを見つめている。
AvgDialog_58328_Content_35,anzp,avgV1.5莱克大型支线_AvgDialog_C_M.csv,622,AvgDialog,Content,,两个房间位于一条竖直的线上。,二つの部屋は、垂直線上に位置していた。
AvgDialog_58328_Content_36,anzq,avgV1.5莱克大型支线_AvgDialog_C_M.csv,623,AvgDialog,Content,玩家,汉娜……我忽然有个猜想。,ハンナ……突然仮説を思いついたんだけど。
AvgDialog_58328_Content_37,anzr,avgV1.5莱克大型支线_AvgDialog_C_M.csv,624,AvgDialog,Content,,你一把将鞋子塞进汉娜手中。,あなたはハンナの手の中に、靴を押し込んだ。
AvgDialog_58328_Content_38,anzs,avgV1.5莱克大型支线_AvgDialog_C_M.csv,625,AvgDialog,Content,玩家,走，回书房看看。,行こう。書斎に戻って、見てみよう。
AvgDialog_58328_Content_39,anzt,avgV1.5莱克大型支线_AvgDialog_C_M.csv,626,AvgDialog,Content,,"法兰德宅邸 一楼书房
距离案情结束还剩 <Red:30> 分钟",ファランド邸　1階書斎\n事件終了まであと<Red:30>分
AvgDialog_58328_Content_40,anzv,avgV1.5莱克大型支线_AvgDialog_C_M.csv,627,AvgDialog,Content,,你握住门把手，拉开房门。,あなたはドアノブを握り、部屋の扉を開ける。
AvgDialog_58328_Content_41,anzw,avgV1.5莱克大型支线_AvgDialog_C_M.csv,628,AvgDialog,Content,莱克,怎么回事，你们两个该不会跑到外面逛街了吧？,どうしたんだ？\nまさか、君たち二人して、外に買い物に出たりしてないだろうね？
AvgDialog_58328_Content_42,anzx,avgV1.5莱克大型支线_AvgDialog_C_M.csv,629,AvgDialog,Content,汉娜,莱克先生？！你不是……,ライカー先生！？\nあなた……
AvgDialog_58328_Content_43,anzy,avgV1.5莱克大型支线_AvgDialog_C_M.csv,630,AvgDialog,Content,莱克,是啊，我刚才大受打击，跑到角落里狠狠哭了一顿。,ああ、そうさ。さっきはひどく打ちのめされてしまってね。\n隅っこに引っ込んで、思いっきり泣いてきたよ。
AvgDialog_58328_Content_44,anzz,avgV1.5莱克大型支线_AvgDialog_C_M.csv,631,AvgDialog,Content,,你看着他吊儿郎当的站姿，忽然拍了拍他的肩膀。,あなたはライカーのだらしない立ち姿を見て、何気ない調子で彼の肩をポンと叩いた。
AvgDialog_58328_Content_45,anzA,avgV1.5莱克大型支线_AvgDialog_C_M.csv,632,AvgDialog,Content,玩家,没事就好。,大丈夫なら、それでいいよ。
AvgDialog_58328_Content_46,anzB,avgV1.5莱克大型支线_AvgDialog_C_M.csv,633,AvgDialog,Content,莱克,啧。你这是什么恶心的表情……,ちっ。なんなんだい、その気持ち悪い顔は……
AvgDialog_58328_Content_47,anzC,avgV1.5莱克大型支线_AvgDialog_C_M.csv,634,AvgDialog,Content,汉娜,好啦，没时间嘀嘀咕咕了！莱克先生，我们刚才在楼下有大发现！,よし、ぐすぐずしてる暇はないよ！\nね、ライカーさん。さっきボクたち、下の階で大発見をしたんだよ！
AvgDialog_58328_Content_48,anzD,avgV1.5莱克大型支线_AvgDialog_C_M.csv,635,AvgDialog,Content,,你们将在楼下的观察与莱克讲了一遍。,あなたたちは、階下での観察内容を、ライカーに話して聞かせた。
AvgDialog_58328_Content_49,anzE,avgV1.5莱克大型支线_AvgDialog_C_M.csv,636,AvgDialog,Content,莱克,……原来如此。,……なるほどな。
AvgDialog_58328_Content_50,anzG,avgV1.5莱克大型支线_AvgDialog_C_M.csv,637,AvgDialog,Content,,莱克走近书房的窗口。一个模糊的鞋印浅浅印在白色的窗框上。,ライカーは、書斎の窓辺に近づく。\n白い窓枠には、かすかな靴跡が残されていた。
AvgDialog_58328_Content_51,anzH,avgV1.5莱克大型支线_AvgDialog_C_M.csv,638,AvgDialog,Content,,他探出身子朝上面望了望。,彼は身を乗り出して、上を見上げた。
AvgDialog_58328_Content_52,anzI,avgV1.5莱克大型支线_AvgDialog_C_M.csv,639,AvgDialog,Content,莱克,唔……,ふむ……
AvgDialog_58328_Content_53,anzJ,avgV1.5莱克大型支线_AvgDialog_C_M.csv,640,AvgDialog,Content,莱克,如果我没猜错的话，另一只鞋子大概率就在这个房间里。,もし私の推測が正しければ、もう片方の靴は、この部屋にある可能性が高い。
AvgDialog_58328_Content_54,anzK,avgV1.5莱克大型支线_AvgDialog_C_M.csv,641,AvgDialog,Content,玩家,？！,！？
AvgDialog_58328_Content_55,anzL,avgV1.5莱克大型支线_AvgDialog_C_M.csv,642,AvgDialog,Content,莱克,不过在此之前，还有件事我想确认一下……,だが、その前に一つ確認しておきたいことがある……
AvgDialog_58328_Content_56,anzM,avgV1.5莱克大型支线_AvgDialog_C_M.csv,643,AvgDialog,Content,,侦探走到索蕾尔的尸首面前，细细端详了一会她额间的弹痕。,探偵はソレールの亡骸の前に歩み寄ると、彼女の額に刻まれた弾痕をしばし凝視した。
AvgDialog_58328_Content_57,anzN,avgV1.5莱克大型支线_AvgDialog_C_M.csv,644,AvgDialog,Content,莱克,边缘有很浓厚的烟垢和火药灼烧的痕迹——凶手是在离她很近的地方，正面朝她开的枪。,縁には濃い煤と、火薬の焼け跡が残っている——\n犯人は彼女の正面に立ち、至近距離から引き金を引いたんだ。
AvgDialog_58328_Content_58,anzO,avgV1.5莱克大型支线_AvgDialog_C_M.csv,645,AvgDialog,Content,汉娜,咦……这又说明什么呢？,えっ……それってどういう意味？
AvgDialog_58328_Content_59,anzP,avgV1.5莱克大型支线_AvgDialog_C_M.csv,646,AvgDialog,Content,,侦探忽然哈哈笑了起来。进入宅邸以来，他还是头一回笑得如此开怀。,探偵は突然声をあげて笑いだした。この屋敷に足を踏み入れて以来、彼がこれほど朗らかに笑ったのは、初めてだ。
AvgDialog_58328_Content_60,anzR,avgV1.5莱克大型支线_AvgDialog_C_M.csv,647,AvgDialog,Content,莱克,说明了全部。走吧，是时候来一场推理秀了。,これですべてが揃った。\nさあ、行こう。推理劇の舞台の幕を開けよう。
AvgDialog_58330_Content_1,anBp,avgV1.5莱克大型支线_AvgDialog_C_M.csv,648,AvgDialog,Content,,悲剧秀,THE 悲劇 SHOW
AvgDialog_58330_Content_2,anCp,avgV1.5莱克大型支线_AvgDialog_C_M.csv,649,AvgDialog,Content,汉娜,哈啾……哈啾！,クシュン……ハックション！
AvgDialog_58330_Content_3,anCA,avgV1.5莱克大型支线_AvgDialog_C_M.csv,650,AvgDialog,Content,汉娜,这个密境的制冷效果可真好。老大，咱们就不能在室内围着火炉推理吗？,この密境、冷房効きすぎだよ。\nボス、部屋の中で暖炉を囲みながら推理するのはダメなの？
AvgDialog_58330_Content_4,anCL,avgV1.5莱克大型支线_AvgDialog_C_M.csv,651,AvgDialog,Content,莱克,放心，不会耽误大家太多时间。,安心していいよ。\nそんなに長い時間は取らないから。
AvgDialog_58330_Content_5,anCW,avgV1.5莱克大型支线_AvgDialog_C_M.csv,652,AvgDialog,Content,莱克,首先是掉在外面的鞋子。问：什么情况下鞋子才会落在外面？,まずは、外に落ちていた靴だ。\nさて、ここで問題。どんな状況で靴が外に落ちるでしょうか？
AvgDialog_58330_Content_6,anDh,avgV1.5莱克大型支线_AvgDialog_C_M.csv,653,AvgDialog,Content,汉娜,唔……死者外出，然后遭遇意外？,うーん……死者が外出中に事故に遭った、とか？
AvgDialog_58330_Content_7,anDs,avgV1.5莱克大型支线_AvgDialog_C_M.csv,654,AvgDialog,Content,莱克,这确实是一种可能性。刚才通过比对，我们发现这只鞋的鞋底花纹与窗框留下的脚印完全匹配。,それも一つの可能性ではある。しかし先ほど照合した結果、靴底の模様が、窓枠に残された足跡と完全に一致することが判明した。
AvgDialog_58330_Content_8,anDD,avgV1.5莱克大型支线_AvgDialog_C_M.csv,655,AvgDialog,Content,莱克,难道一向注重礼仪的德克斯特勋爵会在自己家中翻窗外出，还是在门锁完好的情况下？,常に礼儀を重んじるデクスター卿が、果たして自宅の窓から抜け出すだろうか？しかも、扉が完全に施錠されている状況で。
AvgDialog_58330_Content_9,anDO,avgV1.5莱克大型支线_AvgDialog_C_M.csv,656,AvgDialog,Content,玩家,他看到窗外有什么东西，着急出去？,窓の外に何かが見えたから、慌てて飛び出したとか？
AvgDialog_58330_Content_10,anBq,avgV1.5莱克大型支线_AvgDialog_C_M.csv,657,AvgDialog,Content,莱克,关于这点我有不同的意见，不过咱们先跳过吧。那之后呢，德克斯特先生出去后又发生了什么？,その点については異論もあるが、ひとまず置いておこう。\nでは、デクスター卿が外に出た後、何が起きたのか。
AvgDialog_58330_Content_11,anBB,avgV1.5莱克大型支线_AvgDialog_C_M.csv,658,AvgDialog,Content,汉娜,……！！,……！！
AvgDialog_58330_Content_12,anBM,avgV1.5莱克大型支线_AvgDialog_C_M.csv,659,AvgDialog,Content,汉娜,还记得我之前在楼梯口看到的幽灵吗？飞在半空中，幽灵，上吊……难道是……,階段のところで見た幽霊、覚えてる？\n空中に浮かんでて、幽霊で、首を吊って……あれってまさか……
AvgDialog_58330_Content_13,anBX,avgV1.5莱克大型支线_AvgDialog_C_M.csv,660,AvgDialog,Content,莱克,没错。真相就是：有人事先吸引了德克斯特先生的注意，在他探出头的瞬间，将绳索套在他的脖颈上，然后再狠狠往上拽——,そのとおり。真相はこうだ。\nあらかじめ誰かがデクスター卿の注意を引きつけ、彼が身を乗り出した瞬間、首にロープをかけて一気に引き上げた——
AvgDialog_58330_Content_14,anCi,avgV1.5莱克大型支线_AvgDialog_C_M.csv,661,AvgDialog,Content,,莱克仰起脸，指向二楼的卧室。,ライカーは顔を上げ、2階の寝室を指さした。
AvgDialog_58330_Content_15,anCk,avgV1.5莱克大型支线_AvgDialog_C_M.csv,662,AvgDialog,Content,莱克,<Yellow:凶手当时就在德克斯特先生的卧室里。>这两个房间刚好呈一条直线。,<Yellow:その時犯人は、デクスター卿の寝室に潜んでいた。>\n二つの部屋は、ちょうど一直線上に並んでいる。
AvgDialog_58330_Content_16,anCl,avgV1.5莱克大型支线_AvgDialog_C_M.csv,663,AvgDialog,Content,汉娜,妙啊！这样就能解释幽灵事件，也能解释窗框上的脚印了，这是德克斯特先生在被套上绳索后使劲挣扎的缘故。,さすが！これなら幽霊も、窓枠に残された足跡も、説明がつく。デクスター卿がロープをかけられた後、必死にもがいたせいだったんだ。
AvgDialog_58330_Content_17,anCm,avgV1.5莱克大型支线_AvgDialog_C_M.csv,664,AvgDialog,Content,汉娜,不过这需要很强的臂力以及对角度的精准预判，在座各位都被封印了能力，怎么可能……,でも、それには強い腕力と角度の正確な予測が必要だよね。\nみんな力を封じられているから、そんなことできるはずが……
AvgDialog_58330_Content_18,anCn,avgV1.5莱克大型支线_AvgDialog_C_M.csv,665,AvgDialog,Content,,汉娜说到一半忽然停住了，内心隐约有了猜测。,ハンナは言葉を途中で切り、ふと黙り込んだ。\n胸の奥には、かすかな予感が芽生え始めている。
AvgDialog_58330_Content_19,anCo,avgV1.5莱克大型支线_AvgDialog_C_M.csv,666,AvgDialog,Content,汉娜,可是……幽灵事件发生后我们很快就上楼去了卧室，这段时间内没有听到其他声音，凶手应该还在卧室里才对。,でも……幽霊事件のあと、ボクたちはすぐ寝室へ上がったよ。その間、ほかの物音は聞こえなかった。犯人は寝室にいたはずでしょ。
AvgDialog_58330_Content_20,anCq,avgV1.5莱克大型支线_AvgDialog_C_M.csv,667,AvgDialog,Content,汉娜,可除了那台黑胶唱机，并没有发现其他不对劲的地方……哈啾，哈啾！,でも、あのレコードプレーヤー以外、妖しいところは見つからなかったよ……ハックシュン！
AvgDialog_58330_Content_21,anCr,avgV1.5莱克大型支线_AvgDialog_C_M.csv,668,AvgDialog,Content,,汉娜一把抹掉两条亮晶晶的鼻涕。,ハンナはきらきらと光る鼻水を、さっと拭い取った。
AvgDialog_58330_Content_22,anCs,avgV1.5莱克大型支线_AvgDialog_C_M.csv,669,AvgDialog,Content,汉娜,父神在上，怎么密境里也能感冒啊！,天にまします父なる神よ、どうして密境の中でまで風邪をひいちゃうかな！
AvgDialog_58330_Content_23,anCt,avgV1.5莱克大型支线_AvgDialog_C_M.csv,670,AvgDialog,Content,莱克,……,……
AvgDialog_58330_Content_24,anCu,avgV1.5莱克大型支线_AvgDialog_C_M.csv,671,AvgDialog,Content,莱克,有关外面的部分已经聊清楚了。那还是赶紧进去吧……,外については、もう話し終わった。\nそれじゃ、早く中に入ろうか……
AvgDialog_58330_Content_25,anCv,avgV1.5莱克大型支线_AvgDialog_C_M.csv,672,AvgDialog,Content,莱克,你再仔细回想一下，我们踹门进去后都发生了什么。,もう一度、よく思い返してみてくれないか。\n私たちがドアを蹴破って中に入ったあと、何が起きたのかを。
AvgDialog_58330_Content_26,anCw,avgV1.5莱克大型支线_AvgDialog_C_M.csv,673,AvgDialog,Content,汉娜,发生了什么……,何が起きたのか……
AvgDialog_58330_Content_27,anCx,avgV1.5莱克大型支线_AvgDialog_C_M.csv,674,AvgDialog,Content,黑胶唱片,抱歉，我现在感觉不太舒服。能让我稍微休息一会吗？,すまない、今は少し気分が優れなくてね。\n少し休ませてもらえないだろうか。
AvgDialog_58330_Content_28,anCy,avgV1.5莱克大型支线_AvgDialog_C_M.csv,675,AvgDialog,Content,黑胶唱片,抱歉@2不太舒服……休息……,すまない@2、少し気分が優れなくて……休ませて……
AvgDialog_58330_Content_29,anCz,avgV1.5莱克大型支线_AvgDialog_C_M.csv,676,AvgDialog,Content,黑胶唱片,休息息@2息……,@2休ませ……て……
AvgDialog_58330_Content_30,anCB,avgV1.5莱克大型支线_AvgDialog_C_M.csv,677,AvgDialog,Content,艾瑞卡,请各位尽早离开，勿要打扰德克斯特先生休息。,皆様、速やかにお引き取りください。\nデクスター様の休息を妨げないよう、お願いいたします。
AvgDialog_58330_Content_31,anCC,avgV1.5莱克大型支线_AvgDialog_C_M.csv,678,AvgDialog,Content,汉娜,<Shake:呜哇！！你是什么时候……>,<Shake:うわあ！！いつの間に……>
AvgDialog_58330_Content_32,anCD,avgV1.5莱克大型支线_AvgDialog_C_M.csv,679,AvgDialog,Content,汉娜,果然是这样……,やっぱりそうだ……
AvgDialog_58330_Content_33,anCE,avgV1.5莱克大型支线_AvgDialog_C_M.csv,680,AvgDialog,Content,,汉娜猛地抬起头，直直看向站在众人身后的艾瑞卡。,ハンナはぱっと顔を上げ、皆の後ろに立つエリカを真っ直ぐ見据えた。
AvgDialog_58330_Content_34,anCF,avgV1.5莱克大型支线_AvgDialog_C_M.csv,681,AvgDialog,Content,汉娜,你不是后来才出现的。你当时一直在房间里……或许就躲在门后面，在我们的注意力都被黑胶唱机吸引后……,キミはあのときずっと、部屋にいたんだ……例えば、ドアの後ろに隠れていて、ボクたちの注意がレコードに向けられたあと……
AvgDialog_58330_Content_35,anCG,avgV1.5莱克大型支线_AvgDialog_C_M.csv,682,AvgDialog,Content,艾瑞卡,驳回。艾瑞卡没有分身的能力，无法解释死者为何出现在书房。,却下。エリカに分身能力はありません。\n死者が書斎に現れた理由を説明することは、不可能です。
AvgDialog_58330_Content_36,anCH,avgV1.5莱克大型支线_AvgDialog_C_M.csv,683,AvgDialog,Content,莱克,是的，你没有分身的能力。所以你还有个帮手。,そう。君に分身する力はない。\nつまり、もう一人いる。君の相棒がね。
AvgDialog_58330_Content_37,anCI,avgV1.5莱克大型支线_AvgDialog_C_M.csv,684,AvgDialog,Content,汉娜,！！,！！
AvgDialog_58330_Content_38,anCJ,avgV1.5莱克大型支线_AvgDialog_C_M.csv,685,AvgDialog,Content,莱克,通过可伸缩的机械手臂在半空中勒死一个成年男性，对艾瑞卡小姐来说轻而易举。,伸縮式のロボットアームで、宙に浮かせた成人男性を絞め殺す……\nエリカ嬢にとっては、造作もないことだ。
AvgDialog_58330_Content_39,anCK,avgV1.5莱克大型支线_AvgDialog_C_M.csv,686,AvgDialog,Content,莱克,就像你先前伸长手臂锯断木桥一样。,さっき君が腕を伸ばして、木の橋を切り落としたときのようにね。
AvgDialog_58330_Content_40,anCM,avgV1.5莱克大型支线_AvgDialog_C_M.csv,687,AvgDialog,Content,莱克,等德克斯特先生断气后，你再将他抛下，等候多时的帮手会替你将尸体拖进书房。,デクスター卿が息絶えたあと、君が彼を投げ落とせば、待ち構えていた相棒が死体を引きずって書斎へ運ぶ。
AvgDialog_58330_Content_41,anCN,avgV1.5莱克大型支线_AvgDialog_C_M.csv,688,AvgDialog,Content,莱克,这也解释了为了尸体会出现两道勒痕，以及衣物的潮湿感——因为尸体曾在雪地里被拖曳过。,死体に二本の絞め痕が残っていたことも、衣服が湿っていたことも、それで説明がつく——雪の上を引きずられたからだ。
AvgDialog_58330_Content_42,anCO,avgV1.5莱克大型支线_AvgDialog_C_M.csv,689,AvgDialog,Content,莱克,那么帮手只可能是从枪响到案发后，唯一没有不在场证据的人……,そうなると、共犯者は一人しかいない。\n銃声から事件発生までの間、唯一アリバイを持たなかった人物……
AvgDialog_58330_Content_43,anCP,avgV1.5莱克大型支线_AvgDialog_C_M.csv,690,AvgDialog,Content,,莱克说着望向书房角落的衣柜。,ライカーはそう言うと、書斎の隅に置かれたクローゼットに視線を移した。
AvgDialog_58330_Content_44,anCQ,avgV1.5莱克大型支线_AvgDialog_C_M.csv,691,AvgDialog,Content,莱克,索蕾尔夫人。,ソレール夫人。
AvgDialog_58330_Content_45,anCR,avgV1.5莱克大型支线_AvgDialog_C_M.csv,692,AvgDialog,Content,玩家,原来如此。我只猜到德克斯特先生被人勒死在半空中，却怎么也没料到还有个帮手。,なるほど。デクスター教授が宙吊りにされて絞殺されたことまでは読めていたけど、まさか共犯者がいたなんて、思いもしなかったよ。
AvgDialog_58330_Content_46,anCS,avgV1.5莱克大型支线_AvgDialog_C_M.csv,693,AvgDialog,Content,艾瑞卡,驳回。以上推理皆为推测，无实际证据支撑。,却下。以上の推論は、すべて憶測です。\n実際の証拠による裏付けがありません。
AvgDialog_58330_Content_47,anCT,avgV1.5莱克大型支线_AvgDialog_C_M.csv,694,AvgDialog,Content,莱克,想要证据？那再简单不过了。,証拠が欲しい？お安い御用だ。
AvgDialog_58330_Content_48,anCU,avgV1.5莱克大型支线_AvgDialog_C_M.csv,695,AvgDialog,Content,莱克,还记得尸体脖子上的两道勒痕的纹路吗？,覚えてるかい？\n死体の首に残っていた、二本の絞め痕の模様を。
AvgDialog_58330_Content_49,anCV,avgV1.5莱克大型支线_AvgDialog_C_M.csv,696,AvgDialog,Content,玩家,两道勒痕的纹路也不一致。里面是很规整的菱形结构，外面的更加粗糙……,二本の絞め痕の模様は同じじゃない。\n内側は整った菱形構造だけど、外側はもっと粗かった……
AvgDialog_58330_Content_50,anCX,avgV1.5莱克大型支线_AvgDialog_C_M.csv,697,AvgDialog,Content,莱克,或许是中途绳子断了，或许是沾上了血迹，于是凶手又更换了一条绳子。,途中でロープが切れたのか、あるいは血痕が付着したか。\nいずれにせよ、犯人は別のロープに交換した。
AvgDialog_58330_Content_51,anCY,avgV1.5莱克大型支线_AvgDialog_C_M.csv,698,AvgDialog,Content,艾瑞卡,！！,！！
AvgDialog_58330_Content_52,anCZ,avgV1.5莱克大型支线_AvgDialog_C_M.csv,699,AvgDialog,Content,莱克,规整的菱形。艾瑞卡小姐，麻烦你伸长机械手臂给大家看看，里面可伸缩连接绳的纹路？,整った菱形構造、ね……エリカ嬢、その機械の腕を伸ばして、みんなに見せてくれないか。内部の伸縮式接続ロープの模様を。
AvgDialog_58330_Content_53,anDa,avgV1.5莱克大型支线_AvgDialog_C_M.csv,700,AvgDialog,Content,艾瑞卡,……,……
AvgDialog_58330_Content_54,anDb,avgV1.5莱克大型支线_AvgDialog_C_M.csv,701,AvgDialog,Content,莱克,在二楼用绳索精准套住一个机警的成年男子的脖子，怎么想都是几乎不可能完成的任务。,二階からロープで警戒心の強い成人男性の首を正確に狙って絞めるなんて、どう考えてもほぼ不可能な任務だ。
AvgDialog_58330_Content_55,anDc,avgV1.5莱克大型支线_AvgDialog_C_M.csv,702,AvgDialog,Content,莱克,可如果这条绳索本就是你身体的一部分，那一切都能解释了。,しかし、もしそのロープそのものが、君の身体の一部だとしたら、すべての説明がつく。
AvgDialog_58330_Content_56,anDd,avgV1.5莱克大型支线_AvgDialog_C_M.csv,703,AvgDialog,Content,玩家,果然是你，艾瑞卡小姐……,やっぱり君だったんだね、エリカさん……
AvgDialog_58330_Content_57,anDe,avgV1.5莱克大型支线_AvgDialog_C_M.csv,704,AvgDialog,Content,,艾瑞卡缓缓伸长右臂。灯光照耀下，连接着小臂与手部的伸缩绳泛着森然冷光。,エリカはゆっくりと右腕を伸ばした。\n前腕と手を繋ぐ伸縮ロープが証明に照らされ、冷ややかな光を放つ。
AvgDialog_58330_Content_58,anDf,avgV1.5莱克大型支线_AvgDialog_C_M.csv,705,AvgDialog,Content,,那些菱形的纹路规整排列，仿佛深海中的鱼鳞。,整然と並ぶ菱形の模様は、まるで深海魚の鱗のようだ。
AvgDialog_58330_Content_59,anDg,avgV1.5莱克大型支线_AvgDialog_C_M.csv,706,AvgDialog,Content,汉娜,果然……一模一样……,やっぱり……まったく同じだ……
AvgDialog_58330_Content_60,anDi,avgV1.5莱克大型支线_AvgDialog_C_M.csv,707,AvgDialog,Content,,艾瑞卡并未回应。她体内的黑雾缕缕溢出，褪出另一道熟悉的身影。,エリカは応答しなかった。と、彼女の身体から黒い霧がじわりと溢れ出した。やがて霧は、もう一つの見覚えのある姿を形作っていく。
AvgDialog_58330_Content_61,anDj,avgV1.5莱克大型支线_AvgDialog_C_M.csv,708,AvgDialog,Content,小奈亚,漂亮的推理！,見事な推理です！
AvgDialog_58330_Content_62,anDk,avgV1.5莱克大型支线_AvgDialog_C_M.csv,709,AvgDialog,Content,汉娜,原来这个所谓的艾瑞卡小姐就是你的分身……这说明在现实中，艾瑞卡小姐平安无事了！,なるほどね。このエリカさんは、キミの分身だったのか……\nってことは、現実のエリカさんは無事ってことだね！
AvgDialog_58330_Content_63,anDl,avgV1.5莱克大型支线_AvgDialog_C_M.csv,710,AvgDialog,Content,小奈亚,角色扮演的乐趣你们这些家伙是不会懂的，嘻嘻。,ロールプレイの楽しさなんて、あなたたちにはわからないでしょうね、ふふっ。
AvgDialog_58330_Content_64,anDm,avgV1.5莱克大型支线_AvgDialog_C_M.csv,711,AvgDialog,Content,小奈亚,请问刚才那一番推理，就是你们给到的最后答案了吗？,先ほどの推理が、あなたたちの最終的な答えですか？
AvgDialog_58330_Content_65,anDn,avgV1.5莱克大型支线_AvgDialog_C_M.csv,712,AvgDialog,Content,玩家,……是的。,……そうだ。
AvgDialog_58330_Content_66,anDo,avgV1.5莱克大型支线_AvgDialog_C_M.csv,713,AvgDialog,Content,莱克,……,……
